Then fight for me you shall! And your first victim will be the <PRO_BROTHERSISTER> upon whom vengeance is so richly deserved!,"Zatem będziesz dla mnie walczył! A twoją pierwszą ofiarą będzie twoja siostra. Daję ci szansę na zemstę, na którą zasługujesz!"
"Oh, please. I saw you coming from a mile away. I just played along because I had no choice.","Och, proszę. Już dawno widziałam cię nadchodzącą. Bawiłam się, ponieważ nie miałam wyboru."
"You're willing to become Melissan's servant, now? I'm disappointed.",Chcesz stać się teraz sługą Melissany? Jestem zawiedziona.
"I expected as much. So I get to kill you again, as well. It's all good.",Tego też się spodziewałam. Tak więc będę musiała znów cię zabić. W porządku.
"You may have gained some crude and rudimentary control over your abilities in the interim, but even I have learned a thing or two... delusions or no. And Melissan has given me the opportunity to personally see an end to your ascension... consider it a favor returned.","Mogłaś uzyskać większą kontrolę nad swymi zdolnościami, ale i ja nie marnowałem czasu. Poza tym Melissana dała mi szansę na wniebowstąpienie jako nagrodę za tę małą przysługę."
"You may be strong, <CHARNAME>, but you are indeed a fool to think us weak. I shall take your soul for my own, I swear it!","Możesz byś silna, <CHARNAME>, ale jesteś głupia jeśli uważasz nas za słabych. Zjem twoją duszę, przysięgam!"
"I see you are now more Slayer than <PRO_MANWOMAN>. How dull. You provided such small amusement last time, I doubt that this will be different.","Widzę, że jesteś teraz większym Zabójcą niż kiedykolwiek, <CHARNAME>. Jakież to nudne. Dostarczyłaś mi niewiele zabawy ostatnim razem, wątpię aby tym razem było inaczej."
"So I see. How absolutely delicious to let me in on your little play with the Bhaalspawn again, brother dear. And how are you, <CHARNAME>? I do so hope you are as... healthy... as I remember. Shall we continue our merry dance?","Ach tak. Jakież to miłe z twojej strony pozwolić mi po raz kolejny na małą zabawę z pomiotem Bhaala, drogi bracie. I jak się miewasz, <CHARNAME>?  Mam nadzieję, że jesteś... zdrowa... tak jak pamiętam. Czy zatańczymy raz jeszcze?"
"Oh Child of Bhaal, such a game you play. You think to trick me, but I shall not be fooled so easily. I know you to be ever so desperate to do 'good' and this would not bode well for me. No, this ends here.","Och, Dziecię Bhaala, w jaką prostą gierkę grasz. Myślałaś, że możesz mnie zwieść, ale mnie nie łatwo oszukać. Znam cię dobrze i wiem, że zawsze zamierzasz czynić 'dobro', a to nie wróży mi nic dobrego. Nasze porachunki musimy zakończyć tutaj."
"If that is your choice, you may surrender the portion of your divine essence to your elder sibling. You may become a normal mortal, with a destiny to follow as you see fit.","Jeśli taki jest twój wybór, możesz oddać twą cząstkę esencji twemu starszej siostrze. Możesz stać się zwykłym śmiertelnikiem, z przeznaczeniem, które sam sobie ustalisz."
"Then die with your fool <PRO_BROTHERSISTER>, if that is your wish! The Five shall be the end of you both!","Zatem zgiń wraz ze swoją głupią siostrą, jeśli tego chcesz! Piątka przyniesie zgubę wam obojgu!"
"Even had destiny not brought us to this point, I doubt things would have been different. Perhaps if you had not borne the taint of our sire, things might have been different with you. I would have liked to meet a <PRO_MANWOMAN> such as yourself without the taint on your soul, I think. But now I have little choice.","Nawet jeśli przeznaczenie nie doprowadziło by nas tu, wątpię by sprawy potoczyły się inaczej. Być może jeśli nie urodziłabyś się ze skazą naszego dziedzictwa, sprawy rzeczywiście mogłyby się potoczyć inaczej. Chciałbym kiedyś poznać kogoś takiego jak ty, bez skazy na duszy. Ale teraz nie mam innego wyboru."
"I have changed since our last encounter, Bodhi. I am above you and your pitiful games. They bore me and I shall put an end to them!","Zmieniłam się od naszego ostatniego spotkania, Bodhi. Przewyższam cię i twoje żałosne gierki. Nudzi mnie już to i zamierzam położyć temu kres!"
"You did not need to fight him. The rest of the Five have been defeated. With Balthazar and yourself both alive, not all of Bhaal's divine essence has returned to its source, and Melissan will seek to collect it. This is the challenge that awaits you.","Nie musiałaś z nim walczyć. Reszta Piątki została zniszczona. Podczas gdy ty i Balthazar wciąż jesteście żywi, nie cała esencja Bhaala powróciła do swego źródła, dlatego Melissana będzie próbowała ją uzyskać. To jest wyzwanie, które na ciebie czeka."
"It... it's gone... I'm human again. Ohhhh, now I know what you went through, <CHARNAME>! I don't know if I ever want to go through that again!","To... to minęło... znów jestem człowiekiem. Ohhhh, teraz już wiem przez co musiałaś przejść, <CHARNAME>! Nie wiem czy chciałabym przejść przez to ponownie!"
"Then you'll die. I gave you life again, and I can take it away... for the third time.","Zatem zginiesz. Dałam ci życie, tak więc mogę ci je odebrać... po raz trzeci."
"Best hike up your skirts and run, Bodhi. The time when I found vampires remotely threatening is long past!","Lepiej uciekaj, Bodhi. Czas, w którym uważałam wampiry za zagrożenie już dawno minął!"
"My nature has not changed, <CHARNAME>. Did you truly expect otherwise? Better to fight for Melissan than sit in your shadow and watch you take what was once mine.","Moja natura nie uległa zmianie, <CHARNAME>. Czy naprawdę myślałaś, że stanie się inaczej? Lepiej walczyć dla Melissany niż trwać w twoim cieniu i patrzeć jak zabierasz to co należy się mi."
"And I can't believe what you said, either! 'Go ahead and kill her'? After all we've been through, that's what you say in my defense?!","Nie mogę uwierzyć w to co powiedziałaś! 'Dalej, zabij ją'? Po tym wszystkim co razem przeszliśmy, to wszystko co przyszło ci do głowy?!"
"Then I am satisfied. The essence of our sire ends with me... and with you. May the gods forgive me. May you... may you forgive me, <PRO_BROTHERSISTER>...","Zatem w porządku. Esencja naszego ojca zniknie wraz ze mną... i z tobą. Niech bogowie mi wybaczą. Obyś... obyś ty mi wybaczyła, siostro..."
"You have parleyed with Balthazar, the greatest of the Bhaalspawn besides yourself, god-child. You are to be commended. Your journey is nearly at its end.","Zawarłaś układ z Balthazarem, najpotężniejszym z pomiotów Bhaala poza tobą, boskie dziecię. Jesteś już gotowa. Twoja podróż niemalże dobiegła końca."
"You place your hand within the energies of the pool and draw the essence into yourself, diverting it away from Melissan. Boundless power fills you, and while most of it dissipates you are left with much of Bhaal's essence. For the moment, you have gained the ability to teleport freely throughout space and also fight for control of abyssal demons that are under Melissan's control. Part of this ability to teleport also means you are now completely immune to the spells Maze and Imprisonment. The energies also restore the powers of all present.","Wkładasz rękę do wiru energii znajdującego się w sadzawce i pobierasz z niej esencję, odbierając ją Melissanie. Nieograniczona moc wypełnia cię przez krótką chwilę i choć jej większość ulatnia się, to spora część i tak pozostaje w tobie. Od tej chwili uzyskałaś zdolność do przemieszczania się przez wymiary i możesz przejmować kontrolę nad demonami znajdującymi się pod władaniem Melissany. Ze względu na zdolność wolnego przemieszczania się przez wymiary, jesteś także odporna na zaklęcia Labiryntu i Uwięzienia."
"You place your hand within the energies of the pool and draw the essence into yourself, diverting it away from Melissan. Boundless power fills you briefly, and while most of it dissipates a portion fuels your inner energies. You are now immune to death magics and vorpal effects, and have also gained the ability to unleash the power within you as a short burst of destructive power. The energies also restore the powers of all present.","Wkładasz rękę do wiru energii znajdującego się w sadzawce i pobierasz z niej esencję, odbierając ją Melissanie. Nieograniczona moc wypełnia cię przez krótką chwilę i choć jej większość ulatnia się, to mała cząstka łączy się z twą wewnętrzną energią. Jesteś teraz odporna na śmiertelną magię, a także uzyskałaś zdolność chwilowego uwolnienia mocy z twego wnętrza."
"It seems you've misplaced your darling little Imoen, haven't you? But her essence is easy enough to command. Let's see what she has to say, shall we?","Zdaje się, że nie zdołałaś ochronić swej malutkiej siostrzyczki Imoen, czyż nie? Ale jej esencja wciąż jest żywa, a co ważniejsze łatwa w kontrolowaniu. Zobaczmy co ma ci do powiedzenia, dobrze?"
"You place your hand within the energies of the pool and draw the essence into yourself, diverting it away from Melissan. You are filled with boundless power for a moment... and while most of it leaves you and dissipates into the cosmos, a part of it remains with you. You have gained the ability to focus the energies within you to protect yourself from such magics as Time Stop, Disintegrate and Flesh to Stone for a short period. The energies also restore the powers of all present.","Wkładasz rękę do wiru energii znajdującego się w sadzawce i pobierasz z niej esencję, odbierając ją Melissanie. Nieograniczona moc wypełnia cię przez krótką chwilę i podczas gdy jej większość ulatnia się... to spora część pozostaje w tobie. Uzyskałaś zdolność skupienia w sobie energii, która przez krótką chwilę zabezpiecza cię przed takimi czarami jak Zatrzymanie czasu, Dezintegracja i Zamiana ciała w kamień."
"Get over yourself, little girl. I never asked you to come, did I?","Weź się w garść, mała dziewczynko. Nigdy cię nie prosiłam o pomoc, czyż nie?"
"Well... I suppose. You convinced me more than her, obviously. I... I'm just glad I didn't do more damage as the slayer. I don't know how you handled it. Thank you for... for not killing me.","Cóż... tak przypuszczam. Przekonałaś bardziej mnie niż ją. Ja... cieszę się, że nie zrobiłam więcej szkód jako zabójca. Nie mam pojęcia jak możesz to kontrolować. Dziękuję ci... że mnie nie zabiłaś."
"Irenicus, I believe you called him. So easily culled as my own, since you abandoned him here recently... and such a valuable source of information on you, <CHARNAME>. After all... I believe you did share a soul, once, no? Say hello to the dear <PRO_MANWOMAN>, Irenicus.","Irenicus, jak wierzę, że tak go nazywałaś. Tak łatwo stał się moją marionetką, odkąd porzuciłaś tu jego ciało... takie cenne źródło informacji o tobie, <CHARNAME>. Poza tym... dzieliliście niegdyś razem duszę, czyż nie? Przywitaj się ze swoją drogą przyjaciółką."
"I'm... just glad I didn't do anything worse while I was... when I... oh, I just don't know how you handled it back in Spellhold. Thank you for... not killing me, okay?","Ja... cieszę się, że nie wyrządziłam nikomu krzywdy, kiedy byłam... kiedy ja... och, po prostu nie mam pojęcia jak sobie z tym poradziłaś w Czarowięzach. Dziękuję ci... za to, że mnie nie zabiłaś, dobrze?"
"As long as you did what you were required to and kill the Five, then I care little for what you think you know, fool.","Byłaś mi potrzebna tylko po to by zabić Piątkę, tak więc nie obchodzi mnie o czym teraz myślisz, głupia kobieto."
